"CD_MUNTY_REFNIS","CD_RES_SECTOR","SECTOR_NAME","COMMUNE"
11001,"11001A00-","AARTSELAAR-CENTRUM","AARTSELAAR"
11001,"11001A01-","DE LEEUWERIK","AARTSELAAR"
11001,"11001A020","BUERSTEDE","AARTSELAAR"
11001,"11001A030","YSSELAAR","AARTSELAAR"
11001,"11001A042","KLEINE GRIPPE","AARTSELAAR"
11001,"11001A052","LEUG","AARTSELAAR"
11001,"11001A063","TEN DORPE","AARTSELAAR"
11001,"11001A074","BRUINEN BAARD","AARTSELAAR"
11001,"11001A091","KLEISTRAAT - OEVER","AARTSELAAR"
11001,"11001A0MA","CLEYDAEL-KASTEEL","AARTSELAAR"
11001,"11001A0PA","ZINKVAL","AARTSELAAR"
11001,"11001A10-","'T HEIKEN","AARTSELAAR"
11001,"11001A173","NOTELAAN","AARTSELAAR"
11001,"11001A190","DE REUKENS","AARTSELAAR"
11001,"11001A20-","DE KOEKOEK","AARTSELAAR"
11001,"11001A21-","VIERPALEN","AARTSELAAR"
11002,"1100212MQ","STABROEK","ANTWERPEN"
11002,"11002A00-","ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN )","ANTWERPEN"
11002,"11002A01-","KLAPDORP - BROUWERSVLIET","ANTWERPEN"
11002,"11002A02-","GROENPLAATS (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A03-","HOOGSTRAAT (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A04-","OUDAAN (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A05-","GEVANGENIS (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A081","SCHELDEKADEN NOORD","ANTWERPEN"
11002,"11002A10-","MEIR - LEYSSTRAAT (SP. WALLEN)","ANTWERPEN"
11002,"11002A11-","KIPDORP-ST.-JACOBS (SP.WALLEN)","ANTWERPEN"
11002,"11002A12-","K.N.S.-NAT. BANK (SP. WALLEN)","ANTWERPEN"
11002,"11002A13-","STADSWAAG-BEGIJNHOF(SP.WALLEN)","ANTWERPEN"
11002,"11002A14-","TABAKSVEST (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A15-","HESSENHUIS (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A21-","ST.-ANDRIES (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002A22-","ST.-MICHIELSKAAI (SP. WALLEN)","ANTWERPEN"
11002,"11002B701","LINKEROEVER-ZUID (LINKEROEVER)","ANTWERPEN"
11002,"11002B71-","LINKEROEVER - STATION","ANTWERPEN"
11002,"11002B721","LINKEROEVER-NOORD","ANTWERPEN"
11002,"11002B73-","ST.-ANNA (LINKEROEVER)","ANTWERPEN"
11002,"11002B742","THOENETLAAN (LINKEROEVER)","ANTWERPEN"
11002,"11002B752","GLORIANTLAAN (LINKEROEVER)","ANTWERPEN"
11002,"11002B782","GALGEWEEL (LINKEROEVER)","ANTWERPEN"
11002,"11002B791","ST.-ANNABOS (LINKEROEVER )","ANTWERPEN"
11002,"11002B813","BLANCEFLOERLAAN  (LINKEROEVER)","ANTWERPEN"
11002,"11002B824","CHARLES DE COSTERLAAN(L.OEVER)","ANTWERPEN"
11002,"11002C20-","STATIEKWARTIER (STATIONSWIJK)","ANTWERPEN"
11002,"11002C21-","ATHENEUM (STATIONSWIJK)","ANTWERPEN"
11002,"11002C22-","DE CONINCPLEIN-Z.(STATIONSW.)","ANTWERPEN"
11002,"11002C23-","OFFERANDESTRAAT(STATIONSWIJK )","ANTWERPEN"
11002,"11002C24-","PROVINCIESTRAAT(STATIONSWIJK )","ANTWERPEN"
11002,"11002C25-","PELIKAANSTRAAT (STATIONSWIJK )","ANTWERPEN"
11002,"11002C28-","STATION - ZOO (STATIONSWIJK )","ANTWERPEN"
11002,"11002C29-","STADSPARK (STATIONSWIJK )","ANTWERPEN"
11002,"11002C31-","JEZUITENCOLLEGE(STATIONSWIJK )","ANTWERPEN"
11002,"11002C41-","DAMBRUGGESTRAAT-N.(STATIONSW.)","ANTWERPEN"
11002,"11002C42-","DE ZAVEL (NOORDWIJK )","ANTWERPEN"
11002,"11002C43-","ST.-WILLEBRORDUS (NOORDWIJK )","ANTWERPEN"
11002,"11002C44-","POTGIETERSTRAAT (NOORDWIJK)","ANTWERPEN"
11002,"11002C45-","STUIVENBERG ZIEKENHUIS(NOORDW)","ANTWERPEN"
11002,"11002C491","SCHIJNPOORT (DAM-SCHIJNPOORT )","ANTWERPEN"
11002,"11002D30-","CHARLOTTALEI (OOSTWIJK)","ANTWERPEN"
11002,"11002D31-","ASTRID BAD (OOSTWIJK)","ANTWERPEN"
11002,"11002D32-","ST.-VINCENTIUS (OOSTWIJK)","ANTWERPEN"
11002,"11002D33-","STADSPARK-ZUID (OOSTWIJK)","ANTWERPEN"
11002,"11002D34-","DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK)","ANTWERPEN"
11002,"11002D35-","VAN DIEPENBEECKSTR. (OOSTWIJK)","ANTWERPEN"
11002,"11002D38-","GAS (OOSTWIJK)","ANTWERPEN"
11002,"11002D41-","STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK)","ANTWERPEN"
11002,"11002D42-","LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK)","ANTWERPEN"
11002,"11002E122","WAALSE KAAI (ZUIDWIJK)","ANTWERPEN"
11002,"11002E131","VLAAMSE KAAI (ZUIDWIJK)","ANTWERPEN"
11002,"11002E14-","MUSEUMWIJK (ZUIDWIJK)","ANTWERPEN"
11002,"11002E15-","GERECHTSHOF (ZUIDWIJK)","ANTWERPEN"
11002,"11002E19-","OUDE SCHIPPERSDOKKEN(ZUIDWIJK)","ANTWERPEN"
11002,"11002E50-","BELL (ZUIDWIJK)","ANTWERPEN"
11002,"11002E521","LANGE ELZENSTRAAT (ZUIDWIJK)","ANTWERPEN"
11002,"11002E53-","TROONPLAATS (ZUIDWIJK)","ANTWERPEN"
11002,"11002E551","GERECHTSHOF (ZUIDWIJK)","ANTWERPEN"
11002,"11002E5MJ","SPHAGHETTIKNOOOP (KIEL)","ANTWERPEN"
11002,"11002F11-","ST.-CATHARINA (KIEL)","ANTWERPEN"
11002,"11002F12-","MAURITS SABBELAAN (KIEL)","ANTWERPEN"
11002,"11002F21-","KOLONIELAAN (CAM. HUYSMANSL.)","ANTWERPEN"
11002,"11002F223","VOLHARDINGSSTRAAT (KIEL)","ANTWERPEN"
11002,"11002F60-","KIEL - CENTRUM (KIEL)","ANTWERPEN"
11002,"11002F61-","BOOMSE STWG-BEERSCHOT (KIEL)","ANTWERPEN"
11002,"11002F62-","BEERSCHOT - STADION (KIEL)","ANTWERPEN"
11002,"11002F64-","JAN DE VOSLEI (KIEL)","ANTWERPEN"
11002,"11002F65-","PIUS X (KIEL)","ANTWERPEN"
11002,"11002F6MJ","PETROLEUM - SCHELDEKADEN-Z.","ANTWERPEN"
11002,"11002F6NJ","KIELSE POLDER (KIEL)","ANTWERPEN"
11002,"11002G51-","ST.-LAURENTIUS (ZUIDWIJK)","ANTWERPEN"
11002,"11002G522","FRANSEN PLAATS (ZUIDWIJK)","ANTWERPEN"
11002,"11002G53-","HARMONIE (ZUIDWIJK)","ANTWERPEN"
11002,"11002G54-","KAREL OOMSTRAAT","ANTWERPEN"
11002,"11002G552","C. TEICHMANN PLAATS (ZUIDWIJK)","ANTWERPEN"
11002,"11002G59-","ALBERTPARK (OOSTWIJK)","ANTWERPEN"
11002,"11002G72-","WILRIJKSPL.-W. (WILRIJKSPLEIN)","ANTWERPEN"
11002,"11002G73-","BLOKKEN-KRUISHOFSTR. (WILR.PL)","ANTWERPEN"
11002,"11002G74-","DEN BRANDT (WILRIJKSPLEIN)","ANTWERPEN"
11002,"11002G75-","OOSTERVELD (WILRIJKSPEIN)","ANTWERPEN"
11002,"11002G780","NACHTEGALENPARK(WILRIJKSPLEIN)","ANTWERPEN"
11002,"11002H40-","ST.-AMANDUS (NOORDWIJK)","ANTWERPEN"
11002,"11002H41-","STUIVENBERG-WEST","ANTWERPEN"
11002,"11002H43-","ST.-JANSPLEIN-TRAPSTR.(N.WIJK)","ANTWERPEN"
11002,"11002H44-","STUIVENBERGPLEIN (NOORDWIJK)","ANTWERPEN"
11002,"11002H4MJ","STATION STUIVENBERG","ANTWERPEN"
11002,"11002H83-","SLACHTHUISWIJK (DAM-SCHIJNPOORT)","ANTWERPEN"
11002,"11002H84-","DAM (DAM - SCHIJNPOORT)","ANTWERPEN"
11002,"11002H8MJ","DAM- LOBROEKDOK (SCHIJNPOORT)","ANTWERPEN"
11002,"11002J072","OUDE HAVEN","ANTWERPEN"
11002,"11002J80-","LUCHTBAL-ZUID","ANTWERPEN"
11002,"11002J81-","LUCHTBAL-NOORD","ANTWERPEN"
11002,"11002J820","IJZERLAAN (DAM - SCHIJNPORT)","ANTWERPEN"
11002,"11002J83-","DUBOISSTRAAT (NOORDWIJK)","ANTWERPEN"
11002,"11002J84-","WILLEMDOK (SPAANSE WALLEN)","ANTWERPEN"
11002,"11002J85-","'T EILANDJE","ANTWERPEN"
11002,"11002J873","HOUTDOK","ANTWERPEN"
11002,"11002J881","POLDER (EKEREN)","ANTWERPEN"
11002,"11002J901","SCHOONBROEK HANDBOOG","ANTWERPEN"
11002,"11002J912","GR.HAGELKRUIS-L. BAEKELANDSTR.","ANTWERPEN"
11002,"11002J923","SCHOONBROEK - TWEEKRONEN","ANTWERPEN"
11002,"11002J932","DONKSE BEEK (EKEREN)","ANTWERPEN"
11002,"11002J94-","LEUGENBERG-ZUID (EKEREN)","ANTWERPEN"
11002,"11002K171","ALBERTDOK","ANTWERPEN"
11002,"11002K172","MARSHALL-EN INDUSTRIEDOK ESSO","ANTWERPEN"
11002,"11002K173","LEOPOLDDOK FORD-FABRIEKEN","ANTWERPEN"
11002,"11002K174","LUITHAGEN FORD-FABRIEKEN","ANTWERPEN"
11002,"11002K175","CHURCHILLDOK-G. M. CONTIN.","ANTWERPEN"
11002,"11002K1MN","WALENHOEK ANTWERPEN-NOORD (VORMINGSSTATION)","ANTWERPEN"
11002,"11002K214","LILLO - FORT","ANTWERPEN"
11002,"11002K271","DISTRICT LILLO TUNNEL-NOORD","ANTWERPEN"
11002,"11002K272","DISTRICT LILLO TUNNEL-ZUID","ANTWERPEN"
11002,"11002K2MN","DISTRICT LILLO TUNNEL-ZUID","ANTWERPEN"
11002,"11002L000","ZANDVLIET-KERN(ZANDVL.-5 DIST)","ANTWERPEN"
11002,"11002L011","STALSHOEK(ZANDVLIET-5 DISTR. )","ANTWERPEN"
11002,"11002L022","GROTE RUIGEHEIDE(ZANDVL.-5DIS)","ANTWERPEN"
11002,"11002L070","HAVENGEBIED (ZANDVLIET-5 DIS)","ANTWERPEN"
11002,"11002L090","NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT)","ANTWERPEN"
11002,"11002L100","BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT)","ANTWERPEN"
11002,"11002L111","STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT)","ANTWERPEN"
11002,"11002L122","VISWATER(BERENDRECHT - 4 DIST)","ANTWERPEN"
11002,"11002L17-","HAVENGEBIED(BERENDRECHT - 4 D)","ANTWERPEN"
11002,"11002L18-","KRAAIENBERG(BERENDRECHT - 4 D)","ANTWERPEN"
11002,"11002M0MA","SCHELDE - CONTAINERTERMINAL","ANTWERPEN"
11002,"11002M0PA","SCHELDE","ANTWERPEN"
11002,"11002P00-","EKEREN-CENTRUM","ANTWERPEN"
11002,"11002P01-","EKEREN-DORP","ANTWERPEN"
11002,"11002P02-","SCHOONBROEK","ANTWERPEN"
11002,"11002P03-","DE GEESTEN","ANTWERPEN"
11002,"11002P04-","HET ZAND","ANTWERPEN"
11002,"11002P05-","LEERHOEKSLAAN","ANTWERPEN"
11002,"11002P09-","VELTWIJCK","ANTWERPEN"
11002,"11002P100","MARIABURG","ANTWERPEN"
11002,"11002P111","DE BIST","ANTWERPEN"
11002,"11002P12-","DE NOTESCHELP","ANTWERPEN"
11002,"11002P192","HOGE BIST","ANTWERPEN"
11002,"11002P20-","HOEKAKKER","ANTWERPEN"
11002,"11002P21-","LUCASWIJK","ANTWERPEN"
11002,"11002P22-","PRINSHOEVELAND","ANTWERPEN"
11002,"11002P23-","LAGE BIST","ANTWERPEN"
11002,"11002P242","KLAVERVELDEN","ANTWERPEN"
11002,"11002P291","LAAR","ANTWERPEN"
11002,"11002P392","VLOEIENDE","ANTWERPEN"
11002,"11002P500","LEUGENBERG","ANTWERPEN"
11002,"11002P589","DE HOEKX","ANTWERPEN"
11002,"11002P590","KROMMESTR.- AKKER - BREDESTR.- VELDEN","ANTWERPEN"
11002,"11002Q001","OUD MERKSEM","ANTWERPEN"
11002,"11002Q012","MERKSEM-CENTRUM","ANTWERPEN"
11002,"11002Q021","LAATLOS","ANTWERPEN"
11002,"11002Q03-","GAGELVELDEN","ANTWERPEN"
11002,"11002Q04-","KLUIZEVELDEN","ANTWERPEN"
11002,"11002Q052","EIGEN HEERD","ANTWERPEN"
11002,"11002Q072","DUIVELSHOEK","ANTWERPEN"
11002,"11002Q091","PARK","ANTWERPEN"
11002,"11002Q10-","OUDE BAREEL","ANTWERPEN"
11002,"11002Q11-","MERKSEMHEIDE","ANTWERPEN"
11002,"11002Q12-","KROONWIJK","ANTWERPEN"
11002,"11002Q13-","MELGESDREEF","ANTWERPEN"
11002,"11002Q14-","TUINWIJK","ANTWERPEN"
11002,"11002Q17-","MERKSEM-DOKKEN","ANTWERPEN"
11002,"11002Q201","LAMBRECHTSHOEKEN","ANTWERPEN"
11002,"11002Q212","LAARSE BAAN-WEST","ANTWERPEN"
11002,"11002Q222","RIETSCHOORVELDEN","ANTWERPEN"
11002,"11002Q233","LAARSE BAAN-OOST","ANTWERPEN"
11002,"11002Q241","KRUISBAANVELDEN","ANTWERPEN"
11002,"11002Q242","KRUISBAANVELDEN","ANTWERPEN"
11002,"11002Q2AA","'T LAAR","ANTWERPEN"
11002,"11002Q2PA","'T LAAR","ANTWERPEN"
11002,"11002Q30-","KLEINE BAREEL","ANTWERPEN"
11002,"11002Q39-","'T FORT","ANTWERPEN"
11002,"11002Q49-","SPORTPALEIS","ANTWERPEN"
11002,"11002R00-","DEURNE - GEMEENTEHUIS","ANTWERPEN"
11002,"11002R01-","PLANKENBERG","ANTWERPEN"
11002,"11002R02-","DEURNE-HET DORP","ANTWERPEN"
11002,"11002R03-","GALLIFORT","ANTWERPEN"
11002,"11002R04-","KREGLINGER","ANTWERPEN"
11002,"11002R05-","TER RIVIEREN","ANTWERPEN"
11002,"11002R099","RIVIERENHOF-NOORD","ANTWERPEN"
11002,"11002R101","KRONENBURG","ANTWERPEN"
11002,"11002R110","BISSCHOPPENHOF","ANTWERPEN"
11002,"11002R12-","CONFORTA","ANTWERPEN"
11002,"11002R13-","TEN EEKHOVE","ANTWERPEN"
11002,"11002R172","KANAAL","ANTWERPEN"
11002,"11002R180","BREM","ANTWERPEN"
11002,"11002R19-","KRUININGE","ANTWERPEN"
11002,"11002R20-","VENNEBORG","ANTWERPEN"
11002,"11002R21-","MORTELHOEK","ANTWERPEN"
11002,"11002R22-","ERTBRUGGE","ANTWERPEN"
11002,"11002R23-","ZWARTE AREND","ANTWERPEN"
11002,"11002R24-","SCHOTENSTEENWEG","ANTWERPEN"
11002,"11002R28-","RUGGEVELD","ANTWERPEN"
11002,"11002R29-","ERTBRUGGE VELD","ANTWERPEN"
11002,"11002R30-","'T MESTPUTTEKE","ANTWERPEN"
11002,"11002R31-","DRIEKONINGEN","ANTWERPEN"
11002,"11002R32-","ARENA","ANTWERPEN"
11002,"11002R33-","KRIEKENHOF","ANTWERPEN"
11002,"11002R34-","MUGGENBERG","ANTWERPEN"
11002,"11002R35-","MORKHOVEN","ANTWERPEN"
11002,"11002R39-","BOTERLAARHOF","ANTWERPEN"
11002,"11002R401","BOEKENBERG","ANTWERPEN"
11002,"11002R41-","DRAKENHOF","ANTWERPEN"
11002,"11002R42-","BOEKENBERGLEI","ANTWERPEN"
11002,"11002R43-","EKSTERLAAR","ANTWERPEN"
11002,"11002R44-","BOTERLAAR - SILSBURG","ANTWERPEN"
11002,"11002R47-","VLIEGVELD","ANTWERPEN"
11002,"11002R482","BOEKENBERGPARK","ANTWERPEN"
11002,"11002S00-","BORGERHOUT - GEMEENTEHUIS","ANTWERPEN"
11002,"11002S01-","FONTEINSTRAAT","ANTWERPEN"
11002,"11002S02-","DEN BLEEKHOF","ANTWERPEN"
11002,"11002S03-","KROONSTRAAT-WEST","ANTWERPEN"
11002,"11002S04-","HET LAAR","ANTWERPEN"
11002,"11002S05-","KATTENBERG","ANTWERPEN"
11002,"11002S10-","STENENBRUG-ZUID","ANTWERPEN"
11002,"11002S11-","COLLEGE","ANTWERPEN"
11002,"11002S12-","VAN DE PERRELEI","ANTWERPEN"
11002,"11002S13-","BOELAERPARK-NOORD","ANTWERPEN"
11002,"11002S19-","TE BOELAERPARK","ANTWERPEN"
11002,"11002S20-","FOORPLEIN","ANTWERPEN"
11002,"11002S28-","DEURNE - HUISKENS","ANTWERPEN"
11002,"11002S2MJ","E3 - E39","ANTWERPEN"
11002,"11002S30-","DE PEPERBUS","ANTWERPEN"
11002,"11002S31-","ST.-ANNA","ANTWERPEN"
11002,"11002S41-","LABORATORIUM","ANTWERPEN"
11002,"11002S42-","GITSCHOTEL","ANTWERPEN"
11002,"11002S43-","CRUYSLEI","ANTWERPEN"
11002,"11002T00-","OP TEN BERGH","ANTWERPEN"
11002,"11002T01-","POSTHOF","ANTWERPEN"
11002,"11002T02-","HOFVELD","ANTWERPEN"
11002,"11002T03-","STUIVENBERG","ANTWERPEN"
11002,"11002T04-","OUDE JUSTITIE","ANTWERPEN"
11002,"11002T05-","TURKEYEN","ANTWERPEN"
11002,"11002T09-","VESTINGEN","ANTWERPEN"
11002,"11002T10-","RUYTENBURG","ANTWERPEN"
11002,"11002T111","FRUITHOF","ANTWERPEN"
11002,"11002T12-","OUDE BAEN","ANTWERPEN"
11002,"11002T13-","MOLENVELD","ANTWERPEN"
11002,"11002T14-","DE VELDEKENS","ANTWERPEN"
11002,"11002T180","ROOY","ANTWERPEN"
11002,"11002T19-","DE SCHOM","ANTWERPEN"
11002,"11002T20-","GITSCHOTEL","ANTWERPEN"
11002,"11002T21-","VOSSTRAETE","ANTWERPEN"
11002,"11002T22-","GROENENHOEK","ANTWERPEN"
11002,"11002T23-","BERCHEMBOS","ANTWERPEN"
11002,"11002T24-","TUINWIJK","ANTWERPEN"
11002,"11002T25-","HET PRIEEL","ANTWERPEN"
11002,"11002T30-","ZURENBORG","ANTWERPEN"
11002,"11002T39-","OOSTKWARTIER","ANTWERPEN"
11002,"11002T412","ZILVERBEEK","ANTWERPEN"
11002,"11002T42-","DE ZEPTEN","ANTWERPEN"
11002,"11002U00-","WILRIJK-CENTRUM","ANTWERPEN"
11002,"11002U01-","YPERMAN - STEYTELINCK","ANTWERPEN"
11002,"11002U02-","OVERSNES - DUIVELSHOEK","ANTWERPEN"
11002,"11002U03-","KOORNBLOEM","ANTWERPEN"
11002,"11002U09-","SLIJKHOEK - FORT 6","ANTWERPEN"
11002,"11002U10-","HONDSNEST - MOLENVELD","ANTWERPEN"
11002,"11002U11-","PARKWIJK","ANTWERPEN"
11002,"11002U20-","VALAAR - DE BREM","ANTWERPEN"
11002,"11002U21-","DE BRUYNLAAN-ZUID","ANTWERPEN"
11002,"11002U22-","DE BRUYNLAAN-NOORD","ANTWERPEN"
11002,"11002U30-","OOSTERVELD","ANTWERPEN"
11002,"11002U31-","ELSDONK-OOST","ANTWERPEN"
11002,"11002U32-","ELSDONK-WEST","ANTWERPEN"
11002,"11002U33-","SINT-AUGUSTINUS","ANTWERPEN"
11002,"11002U40-","EDEN","ANTWERPEN"
11002,"11002U41-","U.I.A. VOORJAARSSTRAAT","ANTWERPEN"
11002,"11002U43-","GALLAITLAAN","ANTWERPEN"
11002,"11002U47-","INDUSTRIEPARK-OOST","ANTWERPEN"
11002,"11002U57-","TER BEKE HOF DREEF","ANTWERPEN"
11002,"11002U5MA","GROENE HOEK - TER BEKE","ANTWERPEN"
11002,"11002U5PA","GROENE HOEK - TER BEKE","ANTWERPEN"
11002,"11002U60-","DOOY SLOOY","ANTWERPEN"
11002,"11002U68-","SCHOONSELHOF - FORT 7","ANTWERPEN"
11002,"11002U69-","KLAVERBLAD","ANTWERPEN"
11002,"11002V00-","HOBOKEN - CENTRUM","ANTWERPEN"
11002,"11002V01-","KLOOSTERSTRAAT","ANTWERPEN"
11002,"11002V02-","VINKEVELDEN","ANTWERPEN"
11002,"11002V03-","KAPELSTRAAT","ANTWERPEN"
11002,"11002V04-","SPORT PARK BELL","ANTWERPEN"
11002,"11002V05-","LEOPOLDLEI","ANTWERPEN"
11002,"11002V07-","METALLURGIE - COCKERILL","ANTWERPEN"
11002,"11002V099","PARK ZORGVLIET","ANTWERPEN"
11002,"11002V10-","ZWAANTJES","ANTWERPEN"
11002,"11002V11-","PORTUGESEHOF","ANTWERPEN"
11002,"11002V12-","WEERSTANDLAAN","ANTWERPEN"
11002,"11002V13-","HEIDE","ANTWERPEN"
11002,"11002V14-","LICHTENBERG","ANTWERPEN"
11002,"11002V19-","BEGRAAFPLAATS","ANTWERPEN"
11002,"11002V20-","MEERLENHOF","ANTWERPEN"
11002,"11002V21-","STUIVENBERG","ANTWERPEN"
11002,"11002V22-","NACHTEGALENHOF-NOORD","ANTWERPEN"
11002,"11002V23-","NACHTEGALENHOF-ZUID","ANTWERPEN"
11002,"11002V29-","HOF TER GROEN","ANTWERPEN"
11002,"11002V301","MORETUSBURG","ANTWERPEN"
11002,"11002V391","POLDERBOS","ANTWERPEN"
11002,"11002V373","INDUSTRIEPARK","ANTWERPEN"
11002,"11002V312","VISPUTTEN","ANTWERPEN"
11002,"11002V322","POLDERSTAD","ANTWERPEN"
11004,"11004A02-","FRUITHOF","BOECHOUT"
11004,"11004A03-","LANGE KROON","BOECHOUT"
11004,"11004A01-","HOVEREVELD","BOECHOUT"
11004,"11004A220","GILLEGOMBUURT","BOECHOUT"
11004,"11004A23-","SCHALIEHOEVEBUURT","BOECHOUT"
11004,"11004A00-","BOECHOUT-CENTRUM","BOECHOUT"
11004,"11004A21-","MOLENVELD","BOECHOUT"
11004,"11004B000","VREMDE-DORP","BOECHOUT"
11004,"11004B010","BROECHEMSE STEENWEG","BOECHOUT"
11004,"11004A242","VOGELWEIDE","BOECHOUT"
11004,"11004A29-","BOSHOEK","BOECHOUT"
11004,"11004A09-","HOF VAN BOECHOUT","BOECHOUT"
11004,"11004A10-","'T VOSKE","BOECHOUT"
11004,"11004B022","NIEUWE WIJK","BOECHOUT"
11004,"11004A081","MUSSENHOEVE","BOECHOUT"
11004,"11004B081","TOEFFELHOEK","BOECHOUT"
11004,"11004B090","BLOEMENHOF - VREMDERMOLEN","BOECHOUT"
11004,"11004B19-","ACHTERSTE HOEVEN","BOECHOUT"
11004,"11004A18-","HELLE","BOECHOUT"
11004,"11004A19-","SMIDJE-VERSPREIDE BEWONING","BOECHOUT"
11005,"11005A30-","PERTSGAD","BOOM"
11005,"11005A25-","VOSKEN","BOOM"
11005,"11005A211","WATERTOREN","BOOM"
11005,"11005A39-","PARK","BOOM"
11005,"11005A191","KLEINE STEYLEN","BOOM"
11005,"11005A20-","BAREEL-PARK","BOOM"
11005,"11005A03-","BOOM STATION-F. DE SCHUTTERL.","BOOM"
11005,"11005A00-","BOOM-CENTRUM","BOOM"
11005,"11005A01-","ADVOKAATSTRAAT","BOOM"
11005,"11005A02-","DE HOEK","BOOM"
11005,"11005A093","HOLLEZIJP","BOOM"
11005,"11005A10-","BOSSTRAAT","BOOM"
11005,"11005A184","RECREATIE","BOOM"
11005,"11005A232","KORTE STRAAT","BOOM"
11005,"11005A072","INDUSTRIE","BOOM"
11005,"11005A242","QUESELS","BOOM"
11005,"11005A22-","GEBO","BOOM"
11005,"11005A051","SCHOMME","BOOM"
11005,"11005A04-","NOEVEREN","BOOM"
11007,"11007A01-","VOGELZANG","BORSBEEK"
11007,"11007A020","ACHTERROT","BORSBEEK"
11007,"11007A00-","BORSBEEK-CENTRUM","BORSBEEK"
11007,"11007A080","SCHOENDONK","BORSBEEK"
11007,"11007A09-","FORT 3","BORSBEEK"
11007,"11007A03-","VAN PUTLEI","BORSBEEK"
11007,"11007A04-","OUDE SPRINKHAAN","BORSBEEK"
11008,"11008A04-","KLINIEK","BRASSCHAAT"
11008,"11008A0BJ","HEUVELS - RIETBEEMDEN","BRASSCHAAT"
11008,"11008A0PA","TORENHOF - HOF TEN BOS","BRASSCHAAT"
11008,"11008A091","PARK","BRASSCHAAT"
11008,"11008A0AA","NEERVELDEN","BRASSCHAAT"
11008,"11008A3PB","KAMP VAN BRASSCHAAT","BRASSCHAAT"
11008,"11008A40-","MARIABURG","BRASSCHAAT"
11008,"11008A00-","VAGEVUURVELDEN","BRASSCHAAT"
11008,"11008A01-","BRASSCHAAT-CENTRUM","BRASSCHAAT"
11008,"11008A020","ZAND - HEISLAG","BRASSCHAAT"
11008,"11008A03-","FORTUINBEEK","BRASSCHAAT"
11008,"11008A22-","MISHAGEN","BRASSCHAAT"
11008,"11008A283","HET LEEG - MIKSE HEIDE","BRASSCHAAT"
11008,"11008A29-","NIEMANDS BEEMDEN","BRASSCHAAT"
11008,"11008A30-","MARIA-TER-HEIDE","BRASSCHAAT"
11008,"11008A31-","MOLENHEIDE","BRASSCHAAT"
11008,"11008A32-","BELLENHOF","BRASSCHAAT"
11008,"11008A332","DUREN TIJD","BRASSCHAAT"
11008,"11008A10-","MIDDELKAART","BRASSCHAAT"
11008,"11008A11-","LAGE KAART","BRASSCHAAT"
11008,"11008A12-","HOGE KAART","BRASSCHAAT"
11008,"11008A19-","EIKELENBERG","BRASSCHAAT"
11008,"11008A20-","DRIEHOEK","BRASSCHAAT"
11008,"11008A21-","BETHANIE","BRASSCHAAT"
11008,"11008A59-","PEERDSBOS","BRASSCHAAT"
11008,"11008A49-","LEENHEIDE - KATERHEIDE","BRASSCHAAT"
11008,"11008A381","DE MIK","BRASSCHAAT"
11008,"11008A3MB","GROOT SCHIETVELD","BRASSCHAAT"
11008,"11008A500","VRIESDONK","BRASSCHAAT"
11008,"11008A510","TER BORCHT - VOSHOL","BRASSCHAAT"
11009,"11009A01-","HEIKEN","BRECHT"
11009,"11009A0AD","STEEGHOVEN","BRECHT"
11009,"11009A02-","BEEKHOVEN","BRECHT"
11009,"11009A20-","HET VEEN","BRECHT"
11009,"11009A0MC","DE RING","BRECHT"
11009,"11009A03-","PAPBOS","BRECHT"
11009,"11009A042","HENSEL","BRECHT"
11009,"11009A000","BRECHT-CENTRUM","BRECHT"
11009,"11009A30-","OVERBROEK","BRECHT"
11009,"11009A38-","KREKELBERG","BRECHT"
11009,"11009A3AB","NIEUWE ROMMERSHEIDE","BRECHT"
11009,"11009A3PB","HORST - SCHOORDIJK - MEREYT","BRECHT"
11009,"11009A49-","BRECHTSE HEIDE","BRECHT"
11009,"11009A59-","GROOT SCHIETVELD","BRECHT"
11009,"11009A0PD","HOEK - SCHOM","BRECHT"
11009,"11009A0QC","STAPELHEIDE - NOLLEKENS","BRECHT"
11009,"11009C01-","LEEUWERIK","BRECHT"
11009,"11009A21-","KAMBEENHEIDE","BRECHT"
11009,"11009A222","HOGE HEIDE","BRECHT"
11009,"11009A281","DE MEREL","BRECHT"
11009,"11009A29-","VRAAGHEIDE","BRECHT"
11009,"11009B08-","MOLENHEIKEN","BRECHT"
11009,"11009B091","HENXBROEK-KLOOSTERAKKER-VONDEL","BRECHT"
11009,"11009B18-","EESTER - LABOUREUR - VOGELZANG","BRECHT"
