"CS102001","REFNIS2001","SECTOR","COMMUNE"
"11001A00-","11001","AARTSELAAR-CENTRUM","AARTSELAAR"
"11001A01-","11001","DE LEEUWERIK","AARTSELAAR"
"11001A020","11001","BUERSTEDE","AARTSELAAR"
"11001A030","11001","YSSELAAR","AARTSELAAR"
"11001A042","11001","KLEINE GRIPPE","AARTSELAAR"
"11001A052","11001","LEUG","AARTSELAAR"
"11001A063","11001","TEN DORPE","AARTSELAAR"
"11001A074","11001","BRUINEN BAARD","AARTSELAAR"
"11001A091","11001","KLEISTRAAT - OEVER","AARTSELAAR"
"11001A0MA","11001","CLEYDAEL-KASTEEL","AARTSELAAR"
"11001A0PA","11001","ZINKVAL","AARTSELAAR"
"11001A10-","11001","'T HEIKEN","AARTSELAAR"
"11001A173","11001","NOTELAAN","AARTSELAAR"
"11001A190","11001","DE REUKENS","AARTSELAAR"
"11001A20-","11001","DE KOEKOEK","AARTSELAAR"
"11001A21-","11001","VIERPALEN","AARTSELAAR"
"1100212MQ","11002","STABROEK","ANTWERPEN"
"11002A00-","11002","ANTWERPEN KERN - OUDE STAD (SPAANSE WALLEN )","ANTWERPEN"
"11002A01-","11002","KLAPDORP - BROUWERSVLIET","ANTWERPEN"
"11002A02-","11002","GROENPLAATS (SPAANSE WALLEN)","ANTWERPEN"
"11002A03-","11002","HOOGSTRAAT (SPAANSE WALLEN)","ANTWERPEN"
"11002A04-","11002","OUDAAN (SPAANSE WALLEN)","ANTWERPEN"
"11002A05-","11002","GEVANGENIS (SPAANSE WALLEN)","ANTWERPEN"
"11002A081","11002","SCHELDEKADEN NOORD","ANTWERPEN"
"11002A10-","11002","MEIR - LEYSSTRAAT (SP. WALLEN)","ANTWERPEN"
"11002A11-","11002","KIPDORP-ST.-JACOBS (SP.WALLEN)","ANTWERPEN"
"11002A12-","11002","K.N.S.-NAT. BANK (SP. WALLEN)","ANTWERPEN"
"11002A13-","11002","STADSWAAG-BEGIJNHOF(SP.WALLEN)","ANTWERPEN"
"11002A14-","11002","TABAKSVEST (SPAANSE WALLEN)","ANTWERPEN"
"11002A15-","11002","HESSENHUIS (SPAANSE WALLEN)","ANTWERPEN"
"11002A21-","11002","ST.-ANDRIES (SPAANSE WALLEN)","ANTWERPEN"
"11002A22-","11002","ST.-MICHIELSKAAI (SP. WALLEN)","ANTWERPEN"
"11002B701","11002","LINKEROEVER-ZUID (LINKEROEVER)","ANTWERPEN"
"11002B71-","11002","LINKEROEVER - STATION","ANTWERPEN"
"11002B721","11002","LINKEROEVER-NOORD","ANTWERPEN"
"11002B73-","11002","ST.-ANNA (LINKEROEVER)","ANTWERPEN"
"11002B742","11002","THOENETLAAN (LINKEROEVER)","ANTWERPEN"
"11002B752","11002","GLORIANTLAAN (LINKEROEVER)","ANTWERPEN"
"11002B782","11002","GALGEWEEL (LINKEROEVER)","ANTWERPEN"
"11002B791","11002","ST.-ANNABOS (LINKEROEVER )","ANTWERPEN"
"11002B813","11002","BLANCEFLOERLAAN  (LINKEROEVER)","ANTWERPEN"
"11002B824","11002","CHARLES DE COSTERLAAN(L.OEVER)","ANTWERPEN"
"11002C20-","11002","STATIEKWARTIER (STATIONSWIJK)","ANTWERPEN"
"11002C21-","11002","ATHENEUM (STATIONSWIJK)","ANTWERPEN"
"11002C22-","11002","DE CONINCPLEIN-Z.(STATIONSW.)","ANTWERPEN"
"11002C23-","11002","OFFERANDESTRAAT(STATIONSWIJK )","ANTWERPEN"
"11002C24-","11002","PROVINCIESTRAAT(STATIONSWIJK )","ANTWERPEN"
"11002C25-","11002","PELIKAANSTRAAT (STATIONSWIJK )","ANTWERPEN"
"11002C28-","11002","STATION - ZOO (STATIONSWIJK )","ANTWERPEN"
"11002C29-","11002","STADSPARK (STATIONSWIJK )","ANTWERPEN"
"11002C31-","11002","JEZUITENCOLLEGE(STATIONSWIJK )","ANTWERPEN"
"11002C41-","11002","DAMBRUGGESTRAAT-N.(STATIONSW.)","ANTWERPEN"
"11002C42-","11002","DE ZAVEL (NOORDWIJK )","ANTWERPEN"
"11002C43-","11002","ST.-WILLEBRORDUS (NOORDWIJK )","ANTWERPEN"
"11002C44-","11002","POTGIETERSTRAAT (NOORDWIJK)","ANTWERPEN"
"11002C45-","11002","STUIVENBERG ZIEKENHUIS(NOORDW)","ANTWERPEN"
"11002C491","11002","SCHIJNPOORT (DAM-SCHIJNPOORT )","ANTWERPEN"
"11002D30-","11002","CHARLOTTALEI (OOSTWIJK)","ANTWERPEN"
"11002D31-","11002","ASTRID BAD (OOSTWIJK)","ANTWERPEN"
"11002D32-","11002","ST.-VINCENTIUS (OOSTWIJK)","ANTWERPEN"
"11002D33-","11002","STADSPARK-ZUID (OOSTWIJK)","ANTWERPEN"
"11002D34-","11002","DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK)","ANTWERPEN"
"11002D35-","11002","VAN DIEPENBEECKSTR. (OOSTWIJK)","ANTWERPEN"
"11002D38-","11002","GAS (OOSTWIJK)","ANTWERPEN"
"11002D41-","11002","STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK)","ANTWERPEN"
"11002D42-","11002","LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK)","ANTWERPEN"
"11002E122","11002","WAALSE KAAI (ZUIDWIJK)","ANTWERPEN"
"11002E131","11002","VLAAMSE KAAI (ZUIDWIJK)","ANTWERPEN"
"11002E14-","11002","MUSEUMWIJK (ZUIDWIJK)","ANTWERPEN"
"11002E15-","11002","GERECHTSHOF (ZUIDWIJK)","ANTWERPEN"
"11002E19-","11002","OUDE SCHIPPERSDOKKEN(ZUIDWIJK)","ANTWERPEN"
"11002E50-","11002","BELL (ZUIDWIJK)","ANTWERPEN"
"11002E521","11002","LANGE ELZENSTRAAT (ZUIDWIJK)","ANTWERPEN"
"11002E53-","11002","TROONPLAATS (ZUIDWIJK)","ANTWERPEN"
"11002E551","11002","GERECHTSHOF (ZUIDWIJK)","ANTWERPEN"
"11002E5MJ","11002","SPHAGHETTIKNOOOP (KIEL)","ANTWERPEN"
"11002F11-","11002","ST.-CATHARINA (KIEL)","ANTWERPEN"
"11002F12-","11002","MAURITS SABBELAAN (KIEL)","ANTWERPEN"
"11002F21-","11002","KOLONIELAAN (CAM. HUYSMANSL.)","ANTWERPEN"
"11002F223","11002","VOLHARDINGSSTRAAT (KIEL)","ANTWERPEN"
"11002F60-","11002","KIEL - CENTRUM (KIEL)","ANTWERPEN"
"11002F61-","11002","BOOMSE STWG-BEERSCHOT (KIEL)","ANTWERPEN"
"11002F62-","11002","BEERSCHOT - STADION (KIEL)","ANTWERPEN"
"11002F64-","11002","JAN DE VOSLEI (KIEL)","ANTWERPEN"
"11002F65-","11002","PIUS X (KIEL)","ANTWERPEN"
"11002F6MJ","11002","PETROLEUM - SCHELDEKADEN-Z.","ANTWERPEN"
"11002F6NJ","11002","KIELSE POLDER (KIEL)","ANTWERPEN"
"11002G51-","11002","ST.-LAURENTIUS (ZUIDWIJK)","ANTWERPEN"
"11002G522","11002","FRANSEN PLAATS (ZUIDWIJK)","ANTWERPEN"
"11002G53-","11002","HARMONIE (ZUIDWIJK)","ANTWERPEN"
"11002G54-","11002","KAREL OOMSTRAAT","ANTWERPEN"
"11002G552","11002","C. TEICHMANN PLAATS (ZUIDWIJK)","ANTWERPEN"
"11002G59-","11002","ALBERTPARK (OOSTWIJK)","ANTWERPEN"
"11002G72-","11002","WILRIJKSPL.-W. (WILRIJKSPLEIN)","ANTWERPEN"
"11002G73-","11002","BLOKKEN-KRUISHOFSTR. (WILR.PL)","ANTWERPEN"
"11002G74-","11002","DEN BRANDT (WILRIJKSPLEIN)","ANTWERPEN"
"11002G75-","11002","OOSTERVELD (WILRIJKSPEIN)","ANTWERPEN"
"11002G780","11002","NACHTEGALENPARK(WILRIJKSPLEIN)","ANTWERPEN"
"11002H40-","11002","ST.-AMANDUS (NOORDWIJK)","ANTWERPEN"
"11002H41-","11002","STUIVENBERG-WEST","ANTWERPEN"
"11002H43-","11002","ST.-JANSPLEIN-TRAPSTR.(N.WIJK)","ANTWERPEN"
"11002H44-","11002","STUIVENBERGPLEIN (NOORDWIJK)","ANTWERPEN"
"11002H4MJ","11002","STATION STUIVENBERG","ANTWERPEN"
"11002H83-","11002","SLACHTHUISWIJK (DAM-SCHIJNPOORT)","ANTWERPEN"
"11002H84-","11002","DAM (DAM - SCHIJNPOORT)","ANTWERPEN"
"11002H8MJ","11002","DAM- LOBROEKDOK (SCHIJNPOORT)","ANTWERPEN"
"11002J072","11002","OUDE HAVEN","ANTWERPEN"
"11002J80-","11002","LUCHTBAL-ZUID","ANTWERPEN"
"11002J81-","11002","LUCHTBAL-NOORD","ANTWERPEN"
"11002J820","11002","IJZERLAAN (DAM - SCHIJNPORT)","ANTWERPEN"
"11002J83-","11002","DUBOISSTRAAT (NOORDWIJK)","ANTWERPEN"
"11002J84-","11002","WILLEMDOK (SPAANSE WALLEN)","ANTWERPEN"
"11002J85-","11002","'T EILANDJE","ANTWERPEN"
"11002J873","11002","HOUTDOK","ANTWERPEN"
"11002J881","11002","POLDER (EKEREN)","ANTWERPEN"
"11002J901","11002","SCHOONBROEK HANDBOOG","ANTWERPEN"
"11002J912","11002","GR.HAGELKRUIS-L. BAEKELANDSTR.","ANTWERPEN"
"11002J923","11002","SCHOONBROEK - TWEEKRONEN","ANTWERPEN"
"11002J932","11002","DONKSE BEEK (EKEREN)","ANTWERPEN"
"11002J94-","11002","LEUGENBERG-ZUID (EKEREN)","ANTWERPEN"
"11002K171","11002","ALBERTDOK","ANTWERPEN"
"11002K172","11002","MARSHALL-EN INDUSTRIEDOK ESSO","ANTWERPEN"
"11002K173","11002","LEOPOLDDOK FORD-FABRIEKEN","ANTWERPEN"
"11002K174","11002","LUITHAGEN FORD-FABRIEKEN","ANTWERPEN"
"11002K175","11002","CHURCHILLDOK-G. M. CONTIN.","ANTWERPEN"
"11002K1MN","11002","WALENHOEK ANTWERPEN-NOORD (VORMINGSSTATION)","ANTWERPEN"
"11002K214","11002","LILLO - FORT","ANTWERPEN"
"11002K271","11002","DISTRICT LILLO TUNNEL-NOORD","ANTWERPEN"
"11002K272","11002","DISTRICT LILLO TUNNEL-ZUID","ANTWERPEN"
"11002K2MN","11002","DISTRICT LILLO TUNNEL-ZUID","ANTWERPEN"
"11002L000","11002","ZANDVLIET-KERN(ZANDVL.-5 DIST)","ANTWERPEN"
"11002L011","11002","STALSHOEK(ZANDVLIET-5 DISTR. )","ANTWERPEN"
"11002L022","11002","GROTE RUIGEHEIDE(ZANDVL.-5DIS)","ANTWERPEN"
"11002L070","11002","HAVENGEBIED (ZANDVLIET-5 DIS)","ANTWERPEN"
"11002L090","11002","NOORDLAANPOLDER-VERSPR. BEW. (ZANDVLIET - 5 DISTRICT)","ANTWERPEN"
"11002L100","11002","BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT)","ANTWERPEN"
"11002L111","11002","STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT)","ANTWERPEN"
"11002L122","11002","VISWATER(BERENDRECHT - 4 DIST)","ANTWERPEN"
"11002L17-","11002","HAVENGEBIED(BERENDRECHT - 4 D)","ANTWERPEN"
"11002L18-","11002","KRAAIENBERG(BERENDRECHT - 4 D)","ANTWERPEN"
"11002M0MA","11002","SCHELDE - CONTAINERTERMINAL","ANTWERPEN"
"11002M0PA","11002","SCHELDE","ANTWERPEN"
"11002P00-","11002","EKEREN-CENTRUM","ANTWERPEN"
"11002P01-","11002","EKEREN-DORP","ANTWERPEN"
"11002P02-","11002","SCHOONBROEK","ANTWERPEN"
"11002P03-","11002","DE GEESTEN","ANTWERPEN"
"11002P04-","11002","HET ZAND","ANTWERPEN"
"11002P05-","11002","LEERHOEKSLAAN","ANTWERPEN"
"11002P09-","11002","VELTWIJCK","ANTWERPEN"
"11002P100","11002","MARIABURG","ANTWERPEN"
"11002P111","11002","DE BIST","ANTWERPEN"
"11002P12-","11002","DE NOTESCHELP","ANTWERPEN"
"11002P192","11002","HOGE BIST","ANTWERPEN"
"11002P20-","11002","HOEKAKKER","ANTWERPEN"
"11002P21-","11002","LUCASWIJK","ANTWERPEN"
"11002P22-","11002","PRINSHOEVELAND","ANTWERPEN"
"11002P23-","11002","LAGE BIST","ANTWERPEN"
"11002P242","11002","KLAVERVELDEN","ANTWERPEN"
"11002P291","11002","LAAR","ANTWERPEN"
"11002P392","11002","VLOEIENDE","ANTWERPEN"
"11002P500","11002","LEUGENBERG","ANTWERPEN"
"11002P589","11002","DE HOEKX","ANTWERPEN"
"11002P590","11002","KROMMESTR.- AKKER - BREDESTR.- VELDEN","ANTWERPEN"
"11002Q001","11002","OUD MERKSEM","ANTWERPEN"
"11002Q012","11002","MERKSEM-CENTRUM","ANTWERPEN"
"11002Q021","11002","LAATLOS","ANTWERPEN"
"11002Q03-","11002","GAGELVELDEN","ANTWERPEN"
"11002Q04-","11002","KLUIZEVELDEN","ANTWERPEN"
"11002Q052","11002","EIGEN HEERD","ANTWERPEN"
"11002Q072","11002","DUIVELSHOEK","ANTWERPEN"
"11002Q091","11002","PARK","ANTWERPEN"
"11002Q10-","11002","OUDE BAREEL","ANTWERPEN"
"11002Q11-","11002","MERKSEMHEIDE","ANTWERPEN"
"11002Q12-","11002","KROONWIJK","ANTWERPEN"
"11002Q13-","11002","MELGESDREEF","ANTWERPEN"
"11002Q14-","11002","TUINWIJK","ANTWERPEN"
"11002Q17-","11002","MERKSEM-DOKKEN","ANTWERPEN"
"11002Q201","11002","LAMBRECHTSHOEKEN","ANTWERPEN"
"11002Q212","11002","LAARSE BAAN-WEST","ANTWERPEN"
"11002Q222","11002","RIETSCHOORVELDEN","ANTWERPEN"
"11002Q233","11002","LAARSE BAAN-OOST","ANTWERPEN"
"11002Q241","11002","KRUISBAANVELDEN","ANTWERPEN"
"11002Q242","11002","KRUISBAANVELDEN","ANTWERPEN"
"11002Q2AA","11002","'T LAAR","ANTWERPEN"
"11002Q2PA","11002","'T LAAR","ANTWERPEN"
"11002Q30-","11002","KLEINE BAREEL","ANTWERPEN"
"11002Q39-","11002","'T FORT","ANTWERPEN"
"11002Q49-","11002","SPORTPALEIS","ANTWERPEN"
"11002R00-","11002","DEURNE - GEMEENTEHUIS","ANTWERPEN"
"11002R01-","11002","PLANKENBERG","ANTWERPEN"
"11002R02-","11002","DEURNE-HET DORP","ANTWERPEN"
"11002R03-","11002","GALLIFORT","ANTWERPEN"
"11002R04-","11002","KREGLINGER","ANTWERPEN"
"11002R05-","11002","TER RIVIEREN","ANTWERPEN"
"11002R099","11002","RIVIERENHOF-NOORD","ANTWERPEN"
"11002R101","11002","KRONENBURG","ANTWERPEN"
"11002R110","11002","BISSCHOPPENHOF","ANTWERPEN"
"11002R12-","11002","CONFORTA","ANTWERPEN"
"11002R13-","11002","TEN EEKHOVE","ANTWERPEN"
"11002R172","11002","KANAAL","ANTWERPEN"
"11002R180","11002","BREM","ANTWERPEN"
"11002R19-","11002","KRUININGE","ANTWERPEN"
"11002R20-","11002","VENNEBORG","ANTWERPEN"
"11002R21-","11002","MORTELHOEK","ANTWERPEN"
"11002R22-","11002","ERTBRUGGE","ANTWERPEN"
"11002R23-","11002","ZWARTE AREND","ANTWERPEN"
"11002R24-","11002","SCHOTENSTEENWEG","ANTWERPEN"
"11002R28-","11002","RUGGEVELD","ANTWERPEN"
"11002R29-","11002","ERTBRUGGE VELD","ANTWERPEN"
"11002R30-","11002","'T MESTPUTTEKE","ANTWERPEN"
"11002R31-","11002","DRIEKONINGEN","ANTWERPEN"
"11002R32-","11002","ARENA","ANTWERPEN"
"11002R33-","11002","KRIEKENHOF","ANTWERPEN"
"11002R34-","11002","MUGGENBERG","ANTWERPEN"
"11002R35-","11002","MORKHOVEN","ANTWERPEN"
"11002R39-","11002","BOTERLAARHOF","ANTWERPEN"
"11002R401","11002","BOEKENBERG","ANTWERPEN"
"11002R41-","11002","DRAKENHOF","ANTWERPEN"
"11002R42-","11002","BOEKENBERGLEI","ANTWERPEN"
"11002R43-","11002","EKSTERLAAR","ANTWERPEN"
"11002R44-","11002","BOTERLAAR - SILSBURG","ANTWERPEN"
"11002R47-","11002","VLIEGVELD","ANTWERPEN"
"11002R482","11002","BOEKENBERGPARK","ANTWERPEN"
"11002S00-","11002","BORGERHOUT - GEMEENTEHUIS","ANTWERPEN"
"11002S01-","11002","FONTEINSTRAAT","ANTWERPEN"
"11002S02-","11002","DEN BLEEKHOF","ANTWERPEN"
"11002S03-","11002","KROONSTRAAT-WEST","ANTWERPEN"
"11002S04-","11002","HET LAAR","ANTWERPEN"
"11002S05-","11002","KATTENBERG","ANTWERPEN"
"11002S10-","11002","STENENBRUG-ZUID","ANTWERPEN"
"11002S11-","11002","COLLEGE","ANTWERPEN"
"11002S12-","11002","VAN DE PERRELEI","ANTWERPEN"
"11002S13-","11002","BOELAERPARK-NOORD","ANTWERPEN"
"11002S19-","11002","TE BOELAERPARK","ANTWERPEN"
"11002S20-","11002","FOORPLEIN","ANTWERPEN"
"11002S28-","11002","DEURNE - HUISKENS","ANTWERPEN"
"11002S2MJ","11002","E3 - E39","ANTWERPEN"
"11002S30-","11002","DE PEPERBUS","ANTWERPEN"
"11002S31-","11002","ST.-ANNA","ANTWERPEN"
"11002S41-","11002","LABORATORIUM","ANTWERPEN"
"11002S42-","11002","GITSCHOTEL","ANTWERPEN"
"11002S43-","11002","CRUYSLEI","ANTWERPEN"
"11002T00-","11002","OP TEN BERGH","ANTWERPEN"
"11002T01-","11002","POSTHOF","ANTWERPEN"
"11002T02-","11002","HOFVELD","ANTWERPEN"
"11002T03-","11002","STUIVENBERG","ANTWERPEN"
"11002T04-","11002","OUDE JUSTITIE","ANTWERPEN"
"11002T05-","11002","TURKEYEN","ANTWERPEN"
"11002T09-","11002","VESTINGEN","ANTWERPEN"
"11002T10-","11002","RUYTENBURG","ANTWERPEN"
"11002T111","11002","FRUITHOF","ANTWERPEN"
"11002T12-","11002","OUDE BAEN","ANTWERPEN"
"11002T13-","11002","MOLENVELD","ANTWERPEN"
"11002T14-","11002","DE VELDEKENS","ANTWERPEN"
"11002T180","11002","ROOY","ANTWERPEN"
"11002T19-","11002","DE SCHOM","ANTWERPEN"
"11002T20-","11002","GITSCHOTEL","ANTWERPEN"
"11002T21-","11002","VOSSTRAETE","ANTWERPEN"
"11002T22-","11002","GROENENHOEK","ANTWERPEN"
"11002T23-","11002","BERCHEMBOS","ANTWERPEN"
"11002T24-","11002","TUINWIJK","ANTWERPEN"
"11002T25-","11002","HET PRIEEL","ANTWERPEN"
"11002T30-","11002","ZURENBORG","ANTWERPEN"
"11002T39-","11002","OOSTKWARTIER","ANTWERPEN"
"11002T412","11002","ZILVERBEEK","ANTWERPEN"
"11002T42-","11002","DE ZEPTEN","ANTWERPEN"
"11002U00-","11002","WILRIJK-CENTRUM","ANTWERPEN"
"11002U01-","11002","YPERMAN - STEYTELINCK","ANTWERPEN"
"11002U02-","11002","OVERSNES - DUIVELSHOEK","ANTWERPEN"
"11002U03-","11002","KOORNBLOEM","ANTWERPEN"
"11002U09-","11002","SLIJKHOEK - FORT 6","ANTWERPEN"
"11002U10-","11002","HONDSNEST - MOLENVELD","ANTWERPEN"
"11002U11-","11002","PARKWIJK","ANTWERPEN"
"11002U20-","11002","VALAAR - DE BREM","ANTWERPEN"
"11002U21-","11002","DE BRUYNLAAN-ZUID","ANTWERPEN"
"11002U22-","11002","DE BRUYNLAAN-NOORD","ANTWERPEN"
"11002U30-","11002","OOSTERVELD","ANTWERPEN"
"11002U31-","11002","ELSDONK-OOST","ANTWERPEN"
"11002U32-","11002","ELSDONK-WEST","ANTWERPEN"
"11002U33-","11002","SINT-AUGUSTINUS","ANTWERPEN"
"11002U40-","11002","EDEN","ANTWERPEN"
"11002U41-","11002","U.I.A. VOORJAARSSTRAAT","ANTWERPEN"
"11002U43-","11002","GALLAITLAAN","ANTWERPEN"
"11002U47-","11002","INDUSTRIEPARK-OOST","ANTWERPEN"
"11002U57-","11002","TER BEKE HOF DREEF","ANTWERPEN"
"11002U5MA","11002","GROENE HOEK - TER BEKE","ANTWERPEN"
"11002U5PA","11002","GROENE HOEK - TER BEKE","ANTWERPEN"
"11002U60-","11002","DOOY SLOOY","ANTWERPEN"
"11002U68-","11002","SCHOONSELHOF - FORT 7","ANTWERPEN"
"11002U69-","11002","KLAVERBLAD","ANTWERPEN"
"11002V00-","11002","HOBOKEN - CENTRUM","ANTWERPEN"
"11002V01-","11002","KLOOSTERSTRAAT","ANTWERPEN"
"11002V02-","11002","VINKEVELDEN","ANTWERPEN"
"11002V03-","11002","KAPELSTRAAT","ANTWERPEN"
"11002V04-","11002","SPORT PARK BELL","ANTWERPEN"
"11002V05-","11002","LEOPOLDLEI","ANTWERPEN"
"11002V07-","11002","METALLURGIE - COCKERILL","ANTWERPEN"
"11002V099","11002","PARK ZORGVLIET","ANTWERPEN"
"11002V10-","11002","ZWAANTJES","ANTWERPEN"
"11002V11-","11002","PORTUGESEHOF","ANTWERPEN"
"11002V12-","11002","WEERSTANDLAAN","ANTWERPEN"
"11002V13-","11002","HEIDE","ANTWERPEN"
"11002V14-","11002","LICHTENBERG","ANTWERPEN"
"11002V19-","11002","BEGRAAFPLAATS","ANTWERPEN"
"11002V20-","11002","MEERLENHOF","ANTWERPEN"
"11002V21-","11002","STUIVENBERG","ANTWERPEN"
"11002V22-","11002","NACHTEGALENHOF-NOORD","ANTWERPEN"
"11002V23-","11002","NACHTEGALENHOF-ZUID","ANTWERPEN"
"11002V29-","11002","HOF TER GROEN","ANTWERPEN"
"11002V301","11002","MORETUSBURG","ANTWERPEN"
"11002V312","11002","VISPUTTEN","ANTWERPEN"
"11002V322","11002","POLDERSTAD","ANTWERPEN"
"11002V373","11002","INDUSTRIEPARK","ANTWERPEN"
"11002V391","11002","POLDERBOS","ANTWERPEN"
"11004A00-","11004","BOECHOUT-CENTRUM","BOECHOUT"
"11004A01-","11004","HOVEREVELD","BOECHOUT"
"11004A02-","11004","FRUITHOF","BOECHOUT"
"11004A03-","11004","LANGE KROON","BOECHOUT"
"11004A081","11004","MUSSENHOEVE","BOECHOUT"
"11004A09-","11004","HOF VAN BOECHOUT","BOECHOUT"
"11004A10-","11004","'T VOSKE","BOECHOUT"
"11004A18-","11004","HELLE","BOECHOUT"
"11004A19-","11004","SMIDJE-VERSPREIDE BEWONING","BOECHOUT"
"11004A21-","11004","MOLENVELD","BOECHOUT"
"11004A220","11004","GILLEGOMBUURT","BOECHOUT"
"11004A23-","11004","SCHALIEHOEVEBUURT","BOECHOUT"
"11004A242","11004","VOGELWEIDE","BOECHOUT"
"11004A29-","11004","BOSHOEK","BOECHOUT"
"11004B000","11004","VREMDE-DORP","BOECHOUT"
"11004B010","11004","BROECHEMSE STEENWEG","BOECHOUT"
"11004B022","11004","NIEUWE WIJK","BOECHOUT"
"11004B081","11004","TOEFFELHOEK","BOECHOUT"
"11004B090","11004","BLOEMENHOF - VREMDERMOLEN","BOECHOUT"
"11004B19-","11004","ACHTERSTE HOEVEN","BOECHOUT"
"11005A00-","11005","BOOM-CENTRUM","BOOM"
"11005A01-","11005","ADVOKAATSTRAAT","BOOM"
"11005A02-","11005","DE HOEK","BOOM"
"11005A03-","11005","BOOM STATION-F. DE SCHUTTERL.","BOOM"
"11005A04-","11005","NOEVEREN","BOOM"
"11005A051","11005","SCHOMME","BOOM"
"11005A072","11005","INDUSTRIE","BOOM"
"11005A093","11005","HOLLEZIJP","BOOM"
"11005A10-","11005","BOSSTRAAT","BOOM"
"11005A184","11005","RECREATIE","BOOM"
"11005A191","11005","KLEINE STEYLEN","BOOM"
"11005A20-","11005","BAREEL-PARK","BOOM"
"11005A211","11005","WATERTOREN","BOOM"
"11005A22-","11005","GEBO","BOOM"
"11005A232","11005","KORTE STRAAT","BOOM"
"11005A242","11005","QUESELS","BOOM"
"11005A25-","11005","VOSKEN","BOOM"
"11005A30-","11005","PERTSGAD","BOOM"
"11005A39-","11005","PARK","BOOM"
"11007A00-","11007","BORSBEEK-CENTRUM","BORSBEEK"
"11007A01-","11007","VOGELZANG","BORSBEEK"
"11007A020","11007","ACHTERROT","BORSBEEK"
"11007A03-","11007","VAN PUTLEI","BORSBEEK"
"11007A04-","11007","OUDE SPRINKHAAN","BORSBEEK"
"11007A080","11007","SCHOENDONK","BORSBEEK"
"11007A09-","11007","FORT 3","BORSBEEK"
"11008A00-","11008","VAGEVUURVELDEN","BRASSCHAAT"
"11008A01-","11008","BRASSCHAAT-CENTRUM","BRASSCHAAT"
"11008A020","11008","ZAND - HEISLAG","BRASSCHAAT"
"11008A03-","11008","FORTUINBEEK","BRASSCHAAT"
"11008A04-","11008","KLINIEK","BRASSCHAAT"
"11008A091","11008","PARK","BRASSCHAAT"
"11008A0AA","11008","NEERVELDEN","BRASSCHAAT"
"11008A0BJ","11008","HEUVELS - RIETBEEMDEN","BRASSCHAAT"
"11008A0PA","11008","TORENHOF - HOF TEN BOS","BRASSCHAAT"
"11008A10-","11008","MIDDELKAART","BRASSCHAAT"
"11008A11-","11008","LAGE KAART","BRASSCHAAT"
"11008A12-","11008","HOGE KAART","BRASSCHAAT"
"11008A19-","11008","EIKELENBERG","BRASSCHAAT"
"11008A20-","11008","DRIEHOEK","BRASSCHAAT"
"11008A21-","11008","BETHANIE","BRASSCHAAT"
"11008A22-","11008","MISHAGEN","BRASSCHAAT"
"11008A283","11008","HET LEEG - MIKSE HEIDE","BRASSCHAAT"
"11008A29-","11008","NIEMANDS BEEMDEN","BRASSCHAAT"
"11008A30-","11008","MARIA-TER-HEIDE","BRASSCHAAT"
"11008A31-","11008","MOLENHEIDE","BRASSCHAAT"
"11008A32-","11008","BELLENHOF","BRASSCHAAT"
"11008A332","11008","DUREN TIJD","BRASSCHAAT"
"11008A381","11008","DE MIK","BRASSCHAAT"
"11008A3MB","11008","GROOT SCHIETVELD","BRASSCHAAT"
"11008A3PB","11008","KAMP VAN BRASSCHAAT","BRASSCHAAT"
"11008A40-","11008","MARIABURG","BRASSCHAAT"
"11008A49-","11008","LEENHEIDE - KATERHEIDE","BRASSCHAAT"
"11008A500","11008","VRIESDONK","BRASSCHAAT"
"11008A510","11008","TER BORCHT - VOSHOL","BRASSCHAAT"
"11008A59-","11008","PEERDSBOS","BRASSCHAAT"
"11009A000","11009","BRECHT-CENTRUM","BRECHT"
"11009A01-","11009","HEIKEN","BRECHT"
"11009A02-","11009","BEEKHOVEN","BRECHT"
"11009A03-","11009","PAPBOS","BRECHT"
"11009A042","11009","HENSEL","BRECHT"
"11009A0AD","11009","STEEGHOVEN","BRECHT"
"11009A0MC","11009","DE RING","BRECHT"
"11009A0PD","11009","HOEK - SCHOM","BRECHT"
"11009A0QC","11009","STAPELHEIDE - NOLLEKENS","BRECHT"
"11009A20-","11009","HET VEEN","BRECHT"
"11009A21-","11009","KAMBEENHEIDE","BRECHT"
"11009A222","11009","HOGE HEIDE","BRECHT"
"11009A281","11009","DE MEREL","BRECHT"
"11009A29-","11009","VRAAGHEIDE","BRECHT"
"11009A30-","11009","OVERBROEK","BRECHT"
"11009A38-","11009","KREKELBERG","BRECHT"
"11009A3AB","11009","NIEUWE ROMMERSHEIDE","BRECHT"
"11009A3PB","11009","HORST - SCHOORDIJK - MEREYT","BRECHT"
"11009A49-","11009","BRECHTSE HEIDE","BRECHT"
"11009A59-","11009","GROOT SCHIETVELD","BRECHT"
"11009A5AA","11009","ROMMERSHEIDE - LAKVEN","BRECHT"
"11009A5PA","11009","NOTTEBOHM","BRECHT"
"11009B00-","11009","SINT-LENAARTS-CENTRUM","BRECHT"
"11009B01-","11009","POTHOEK","BRECHT"
"11009B02-","11009","HEIKEN","BRECHT"
